length,real_depth,random_depth,real_max_arity,random_max_arity
33,8,12.2,5,3.6
14,7,7.3,4,2.75
4,2,3.05,3,1.95
5,3,4.0,3,1.85
22,9,9.6,5,2.95
13,5,7.0,5,2.75
10,4,6.15,4,2.45
9,4,5.6,4,2.45
14,5,7.4,5,2.75
27,6,10.75,6,3.25
14,6,7.1,4,2.9
18,6,8.65,6,3.05
22,7,10.1,5,3.5
33,9,11.8,10,3.65
14,5,7.55,4,2.75
13,8,7.15,4,2.85
18,7,8.0,5,3.2
20,8,8.9,5,3.3
21,6,10.3,5,2.9
29,9,12.05,7,3.3
12,6,6.9,4,2.45
13,6,6.85,4,2.75
10,5,6.05,3,2.4
19,5,8.9,6,3.05
12,6,6.95,4,2.7
6,3,4.4,3,2.15
21,6,10.0,4,3.0
54,15,16.55,6,3.65
27,9,11.0,5,3.1
16,10,7.75,4,3.05
27,8,11.5,5,3.3
50,12,17.3,6,3.55
14,5,7.4,5,2.75
29,10,12.25,5,3.3
25,8,10.25,4,3.45
14,6,7.4,5,2.8
41,11,13.65,5,3.4
41,11,12.8,6,3.75
39,12,12.9,5,3.65
14,5,7.1,4,2.95
22,10,9.5,3,3.3
9,5,5.95,3,2.45
10,6,6.1,4,2.6
23,9,9.95,4,3.5
48,14,15.65,9,3.45
19,7,9.25,5,3.0
31,12,12.75,5,3.25
26,12,10.85,3,3.35
20,8,9.3,4,2.9
11,4,6.4,5,2.4
22,11,9.2,3,3.25
29,11,11.6,4,3.6
12,5,7.0,4,2.55
43,11,15.1,4,3.7
24,6,10.65,6,3.25
17,7,8.05,3,3.05
28,10,11.7,4,3.4
27,8,11.05,4,3.2
19,6,9.25,4,2.9
15,5,8.1,4,2.7
25,7,11.1,5,3.25
17,6,7.75,4,3.25
27,6,10.7,5,3.35
45,12,14.8,4,3.7
39,9,12.9,6,3.7
15,8,7.85,3,2.95
34,11,11.95,4,3.6
35,9,11.85,4,3.6
19,7,9.0,3,2.85
26,15,10.9,4,3.5
40,12,12.55,5,3.7
19,8,9.7,3,3.15
21,6,9.7,6,3.15
53,12,17.0,5,3.85
29,14,11.25,4,3.4
39,10,13.95,6,3.55
57,13,16.1,5,4.05
31,8,12.5,6,3.3
22,9,9.6,4,3.05
18,7,8.4,5,2.9
32,13,12.85,5,3.3
24,7,10.45,5,3.3
29,8,11.45,6,3.3
12,4,6.85,4,2.65
24,8,10.2,7,3.55
20,7,9.2,5,3.05
8,4,5.3,3,2.45
8,3,5.55,4,2.7
27,11,9.55,4,3.3
10,5,6.1,4,2.65
31,12,11.7,5,3.5
21,10,9.65,4,2.95
10,5,6.0,4,2.7
4,2,3.2,3,1.8
4,2,3.2,3,1.8
4,2,3.5,3,1.5
20,10,9.15,5,3.25
10,5,5.95,4,2.6
34,7,12.25,7,3.65
24,9,10.8,4,3.3
12,6,6.95,5,2.75
19,7,8.75,4,2.95
12,7,6.6,4,2.65
27,10,11.2,7,3.2
23,14,9.35,3,3.65
16,8,8.15,3,2.95
20,7,9.2,4,3.0
23,11,10.35,3,3.15
40,10,12.9,5,3.8
31,7,12.1,5,3.7
6,3,4.25,4,2.15
7,4,4.5,3,2.35
16,6,8.2,5,3.2
11,7,6.2,3,2.5
9,3,6.55,4,2.2
15,6,8.6,4,2.75
9,5,5.8,3,2.3
34,9,12.35,6,3.3
12,8,6.75,4,2.8
17,6,8.15,5,3.15
32,7,12.3,5,3.45
12,8,6.75,4,2.7
13,5,7.35,5,2.6
5,2,4.0,4,1.85
17,6,8.8,6,3.4
12,7,6.65,4,2.7
22,9,9.05,5,3.4
55,13,16.05,6,3.75
34,10,12.85,5,3.1
32,10,10.9,4,3.5
17,7,8.05,5,3.3
12,7,6.9,3,2.75
41,11,13.5,6,3.65
11,4,6.3,6,2.65
7,5,5.0,3,2.15
5,2,3.8,4,2.0
15,7,8.3,4,2.9
21,8,9.7,5,3.1
10,5,6.25,5,2.25
12,4,6.85,4,2.65
14,6,7.05,4,2.95
12,4,6.8,6,2.55
14,5,7.15,4,3.3
5,3,3.9,3,1.75
4,2,3.4,3,1.6
26,10,10.55,4,3.3
36,16,14.6,5,3.5
30,8,11.85,6,3.5
28,7,11.0,6,3.45
10,6,6.2,3,2.55
38,11,14.0,6,3.6
27,7,10.75,6,3.0
22,6,10.0,6,3.25
19,7,9.05,7,3.3
22,10,10.6,4,3.1
15,6,7.95,4,2.6
20,6,9.95,6,3.05
42,9,14.45,6,3.75
28,11,11.85,5,3.3
30,11,12.6,4,3.35
39,9,13.1,6,3.85
25,7,11.2,7,3.3
8,4,5.1,4,2.4
11,5,6.5,5,2.85
39,11,14.15,4,3.35
30,11,10.9,5,3.3
31,8,11.9,5,3.4
24,7,9.95,7,3.4
19,6,8.75,4,3.15
14,5,7.7,4,2.85
52,8,15.65,6,3.85
24,9,10.7,3,3.05
11,5,6.0,5,2.8
8,4,5.5,3,2.45
20,9,9.3,4,3.05
9,6,5.35,4,2.65
10,4,6.5,3,2.35
31,10,12.5,4,3.75
9,4,5.5,3,2.3
17,8,8.5,3,2.75
31,8,12.45,5,3.35
20,6,8.55,4,3.45
37,12,13.8,4,3.45
44,9,14.2,5,3.7
21,8,9.4,3,3.35
26,13,11.35,3,3.25
24,10,10.1,4,3.2
65,11,18.1,6,3.85
27,7,10.45,8,3.35
25,8,10.0,6,3.3
36,11,12.85,6,3.65
24,8,10.4,4,3.15
10,3,6.2,3,2.45
30,7,11.55,5,3.5
15,7,7.45,4,2.85
21,10,10.0,4,3.1
24,7,10.0,5,3.25
62,9,16.4,8,3.95
20,5,9.25,4,3.05
29,8,11.6,6,3.2
42,11,14.55,5,3.8
26,7,10.75,7,3.35
21,6,9.7,4,3.3
11,5,6.55,4,2.75
12,8,6.8,3,2.65
13,8,6.8,3,2.95
16,6,8.35,4,2.85
11,5,6.45,4,2.65
8,4,4.9,3,2.4
9,3,5.55,5,2.6
14,7,7.7,3,2.75
13,7,7.15,5,2.75
15,9,7.65,3,2.7
17,7,8.25,4,3.2
20,7,8.95,4,3.25
19,9,8.6,4,3.05
12,7,7.15,3,2.4
19,7,9.05,6,3.25
13,5,6.65,4,2.65
5,3,4.0,3,1.75
11,6,7.0,5,2.75
7,3,4.95,5,2.25
97,13,24.85,8,3.95
23,9,10.2,6,3.35
22,9,9.5,3,3.2
29,9,11.05,4,3.4
47,11,13.15,5,3.7
36,15,12.6,4,3.5
40,17,14.0,4,3.5
36,8,13.4,7,3.45
24,9,9.8,3,3.45
20,8,8.45,3,3.05
23,6,9.55,5,3.25
14,6,7.15,5,2.65
9,4,5.7,4,2.55
7,4,4.9,3,2.35
10,4,6.15,4,2.5
17,5,8.9,5,2.95
11,6,6.25,4,2.7
10,5,5.85,4,2.55
35,12,12.7,4,3.5
22,6,10.65,6,3.15
22,8,9.65,4,3.05
15,5,7.35,6,3.1
30,10,10.65,5,3.65
14,6,7.7,6,2.85
33,8,13.4,6,3.5
32,11,11.25,6,3.6
46,15,14.35,5,3.85
31,9,12.15,3,3.4
9,6,5.75,4,2.55
25,10,9.8,6,3.65
22,9,9.2,4,3.45
12,8,7.05,3,2.6
16,6,8.3,4,2.85
19,10,10.1,4,3.0
24,9,10.35,5,2.85
19,5,8.3,4,3.25
15,9,7.2,4,3.0
11,7,6.7,3,2.6
4,2,3.25,3,1.75
20,9,8.85,4,3.15
9,6,4.95,4,2.45
25,8,10.9,5,3.2
81,12,22.0,7,4.1
22,7,10.45,7,2.95
20,7,9.45,6,3.3
34,15,13.0,4,3.4
13,5,8.2,5,2.6
24,10,9.9,4,3.3
46,16,14.65,4,3.75
33,13,12.2,5,3.2
8,3,5.0,5,2.4
29,10,11.7,4,3.35
7,2,4.8,6,2.35
23,11,9.75,3,3.3
36,13,13.6,4,3.55
12,5,6.65,4,2.75
8,3,5.7,3,2.2
68,20,17.75,7,3.95
30,10,11.55,6,3.35
17,7,8.0,5,3.1
14,5,7.05,6,2.9
52,11,15.7,8,3.85
11,6,6.85,3,2.4
25,10,9.95,5,3.5
12,5,6.9,6,2.8
29,7,11.35,7,3.4
18,9,8.5,3,3.25
26,10,10.35,4,3.35
31,11,11.4,4,3.3
22,7,9.1,5,3.2
39,13,13.15,5,3.65
15,6,7.85,4,2.95
44,11,14.35,6,3.65
52,14,15.65,7,3.5
12,6,7.05,3,2.35
32,10,11.45,5,3.7
39,11,13.55,5,3.45
34,9,11.4,5,3.7
48,10,14.3,6,3.75
21,9,9.25,3,3.4
23,12,10.35,5,3.25
18,8,9.3,5,2.8
5,3,4.0,3,1.8
24,8,10.1,6,3.05
35,12,12.9,6,3.6
39,14,12.75,4,3.6
76,13,19.5,7,4.35
29,14,11.8,4,3.35
38,14,13.05,5,3.75
35,8,12.25,6,3.9
23,7,10.1,3,3.4
15,6,7.8,5,2.8
25,15,10.4,3,3.45
31,11,12.15,4,3.2
22,14,9.75,4,3.1
33,15,11.7,4,3.5
29,10,12.4,7,3.3
36,10,12.65,6,3.6
33,16,12.7,4,3.45
40,7,13.95,5,3.5
24,7,9.9,6,3.1
8,5,4.8,4,2.65
28,7,10.85,5,3.55
22,8,9.5,4,2.9
23,6,10.7,6,3.2
11,8,6.65,3,2.6
42,11,13.5,6,3.7
17,8,8.35,3,3.0
23,7,11.0,3,3.25
18,11,7.95,3,2.95
37,13,12.95,6,3.9
61,19,16.45,6,3.65
18,9,8.6,3,3.2
26,10,11.65,4,3.45
31,11,11.0,4,3.2
22,7,9.5,5,3.35
39,12,14.4,4,3.7
36,11,13.5,6,3.7
19,6,9.1,6,2.95
22,9,9.4,4,2.95
13,8,7.1,3,2.8
21,11,10.35,4,3.0
13,6,7.75,5,2.5
21,12,9.85,5,2.85
33,8,12.2,4,3.45
15,7,8.05,3,2.95
16,5,8.05,7,3.05
21,8,9.45,3,3.1
28,6,10.85,5,3.4
25,12,10.3,3,3.2
41,11,14.45,6,3.9
44,11,13.5,6,3.8
17,7,8.1,4,3.05
16,7,8.0,3,3.05
27,9,11.0,3,3.35
35,6,12.65,5,3.6
34,11,12.1,4,3.4
39,15,12.95,3,3.4
29,8,11.15,5,3.4
34,11,12.15,5,3.55
39,8,13.2,10,3.8
25,7,10.45,4,3.3
47,15,14.6,8,3.55
25,9,9.95,4,3.55
27,8,10.55,7,3.3
17,9,8.35,5,3.0
25,9,10.85,5,3.65
14,6,6.95,7,3.2
10,5,6.15,4,2.55
31,10,12.0,8,3.6
27,12,11.0,3,3.45
41,14,14.2,4,3.7
23,7,9.45,8,3.5
24,10,10.3,5,3.4
37,10,14.7,6,3.4
9,4,5.8,3,2.35
18,5,8.5,4,2.95
19,7,8.5,4,3.35
8,5,4.9,3,2.45
16,8,7.9,4,3.3
14,6,6.7,5,3.15
33,10,12.35,6,3.45
24,10,9.35,5,3.4
14,7,7.55,4,2.95
25,8,10.1,6,3.3
36,6,13.65,12,3.6
16,8,7.4,3,3.3
12,6,6.65,3,2.8
30,16,11.85,5,3.5
38,12,13.95,6,3.7
18,6,8.25,5,3.25
25,8,10.6,5,3.4
36,11,12.8,4,3.8
20,8,8.75,3,3.0
24,10,10.65,3,3.45
11,3,6.55,7,2.8
8,3,5.05,5,2.75
16,7,8.6,4,2.95
18,7,8.0,5,3.0
30,8,12.8,6,3.45
26,8,9.95,6,3.35
4,2,3.2,3,1.8
21,7,9.8,5,3.15
18,6,8.6,5,3.1
29,9,11.65,6,3.05
8,4,5.55,5,2.25
21,11,9.85,4,3.2
31,14,12.7,4,3.35
9,5,5.8,3,2.45
8,5,5.35,4,2.4
27,9,10.8,4,3.4
25,7,10.1,7,3.25
31,11,11.55,4,3.6
9,4,5.75,5,2.45
14,7,7.3,3,3.0
18,6,8.65,6,3.2
23,7,10.35,4,3.15
25,11,10.35,4,3.3
17,7,8.85,5,2.75
37,11,13.5,5,3.6
28,10,10.8,4,3.35
13,6,7.95,3,2.7
26,16,9.85,4,3.55
15,7,7.8,3,2.9
26,7,11.15,4,3.25
12,5,6.4,5,2.95
22,7,10.2,3,3.1
38,14,14.3,6,3.65
20,8,8.7,4,3.25
34,10,12.6,4,3.75
26,7,10.8,7,3.25
44,14,15.35,5,3.8
20,11,9.3,3,3.15
34,12,12.95,7,3.5
37,9,13.7,9,3.45
12,5,6.95,4,2.7
34,13,13.4,3,3.2
36,15,13.5,6,3.3
24,12,10.55,4,3.0
36,19,13.1,4,3.55
31,10,11.6,5,3.75
35,10,12.7,5,3.5
31,15,12.0,3,3.25
20,12,8.55,3,3.05
8,3,4.85,4,2.45
55,13,16.2,7,3.6
32,14,12.15,5,3.1
32,9,12.7,4,3.45
38,9,14.5,8,3.65
15,5,7.55,3,3.1
16,6,8.2,4,2.9
35,12,13.05,5,3.65
39,13,13.45,5,3.4
41,8,15.0,6,3.65
21,7,10.2,5,3.1
20,8,9.1,6,3.6
23,7,10.0,7,3.2
20,7,9.3,5,3.0
26,11,11.2,4,3.3
29,7,10.75,7,3.6
27,14,11.45,4,3.15
19,8,8.85,4,2.95
30,8,12.0,9,3.4
7,4,4.75,3,2.2
5,3,4.0,3,1.95
20,6,9.15,7,3.3
3,2,2.7,2,1.3
24,8,10.95,7,3.15
8,3,4.7,6,2.65
14,5,7.75,3,2.75
19,9,9.95,4,2.95
16,8,7.5,4,2.85
18,6,8.8,4,2.95
7,3,4.85,5,2.55
43,12,13.8,5,3.8
11,4,6.35,4,2.6
32,12,12.75,5,3.6
46,12,16.05,5,3.65
28,8,11.1,4,3.55
12,5,6.4,7,2.7
28,6,10.85,6,3.45
16,5,8.05,5,3.2
17,6,8.7,4,2.9
22,9,9.85,5,3.1
50,12,15.35,7,3.6
16,5,7.95,6,3.05
23,8,10.65,3,3.15
23,9,10.1,4,3.75
33,8,12.85,4,3.35
11,6,6.2,4,2.6
26,7,11.0,6,3.35
9,3,5.5,5,2.6
20,6,8.75,6,3.25
44,16,14.9,6,3.8
22,7,9.7,5,3.1
30,12,12.05,4,3.25
37,9,13.9,8,3.4
23,12,9.85,4,3.35
22,8,10.3,3,3.6
18,8,8.7,4,3.1
12,4,6.65,4,2.8
13,4,7.2,5,2.6
10,4,5.35,5,2.9
29,9,11.6,5,3.4
16,7,8.5,4,2.75
8,3,5.65,6,2.2
38,10,13.55,8,3.75
19,7,9.7,5,3.0
14,5,7.25,5,2.65
21,6,9.75,4,3.1
31,10,11.7,4,3.3
26,7,10.95,5,3.5
34,9,11.95,5,3.7
18,6,9.3,3,2.95
18,8,8.15,3,2.85
45,9,14.05,9,3.7
25,11,10.85,5,3.05
43,11,14.75,6,3.45
22,7,9.45,4,3.3
26,10,10.85,4,3.15
30,12,11.65,4,3.55
43,15,14.7,5,3.8
20,4,10.2,7,2.95
16,7,8.05,3,2.95
23,11,11.2,4,2.9
10,4,5.85,4,2.75
14,4,6.9,6,3.05
6,4,4.25,3,2.1
6,4,4.2,3,2.3
3,3,2.5,1,1.5
29,8,11.5,5,3.35
4,3,3.55,2,1.45
23,10,10.15,4,3.2
9,5,5.35,3,2.6
8,4,5.15,4,2.2
41,17,14.3,5,3.55
11,7,6.8,4,2.45
35,14,11.85,5,3.65
32,7,11.5,5,3.6
3,2,2.5,2,1.5
16,4,7.45,6,3.2
22,6,9.85,4,2.8
9,3,5.5,4,2.45
4,3,3.25,2,1.75
7,5,4.6,3,2.45
22,6,9.05,4,3.5
9,3,5.7,4,2.55
9,4,6.25,4,2.55
27,7,10.6,4,3.55
16,7,7.75,8,3.1
28,8,10.75,6,3.25
7,4,5.3,3,1.95
45,15,15.2,4,3.55
30,6,10.8,6,3.4
3,2,2.75,2,1.25
4,3,3.25,2,1.75
6,3,4.7,3,1.85
3,2,2.65,2,1.35
22,6,10.3,6,2.85
10,4,5.75,5,2.7
33,8,13.1,8,3.8
6,4,4.4,3,2.05
11,5,6.65,6,2.55
7,5,4.9,2,2.25
22,9,10.85,4,3.0
47,11,15.15,4,3.95
10,3,6.55,5,2.55
33,14,12.95,5,3.55
14,6,7.2,4,3.05
29,11,12.05,4,3.3
20,4,9.0,9,3.05
4,3,3.25,2,1.75
18,7,9.0,7,3.0
30,9,12.85,7,3.55
24,11,9.65,4,3.1
15,6,7.55,5,2.85
18,8,8.9,4,3.2
7,3,5.0,4,2.15
24,11,10.05,3,3.45
21,10,8.95,4,3.05
17,7,8.6,4,3.0
7,4,5.1,3,2.05
20,3,9.5,11,3.5
27,7,10.5,4,3.35
30,10,10.7,5,3.55
29,12,11.0,4,3.5
27,7,11.25,4,3.25
30,10,11.15,5,3.4
29,12,10.65,4,3.85
27,7,11.65,4,3.15
30,10,11.55,5,3.65
29,12,11.5,4,3.4
3,2,2.6,2,1.4
12,6,6.7,3,2.85
6,3,4.3,4,2.2
8,5,5.5,2,2.25
6,3,4.4,3,2.1
11,7,7.0,3,2.5
3,2,2.55,2,1.45
6,3,4.15,4,2.2
11,6,6.35,3,2.7
7,3,4.6,4,2.45
6,3,4.6,4,2.0
3,3,2.6,1,1.4
6,3,4.25,4,2.2
11,6,6.6,3,2.5
7,3,4.75,4,2.35
7,4,4.9,4,2.25
8,7,5.35,2,2.35
4,2,3.3,3,1.7
38,12,13.15,4,3.6
15,7,7.65,3,3.2
6,3,4.55,3,2.0
11,6,6.1,3,2.8
7,4,5.1,2,2.15
7,4,4.55,4,2.4
8,7,5.1,2,2.55
4,2,3.3,3,1.7
38,12,13.75,4,3.75
15,7,8.0,3,2.95
6,3,4.3,3,2.15
3,2,2.65,2,1.35
9,6,5.25,3,2.8
6,4,4.3,3,2.25
8,4,5.25,3,2.5
16,7,8.2,3,2.9
28,10,11.3,6,3.3
10,5,6.15,4,2.5
45,12,14.65,5,3.6
8,4,5.3,3,2.4
20,6,8.7,6,3.05
9,6,5.75,3,2.35
15,8,7.65,3,3.05
21,9,9.9,5,3.25
5,3,4.15,3,1.75
4,2,3.45,3,1.55
5,2,3.9,4,1.9
3,2,2.75,2,1.25
4,3,3.3,2,1.7
3,3,2.7,1,1.3
3,3,2.5,1,1.5
3,2,2.65,2,1.35
5,3,3.95,3,1.9
3,3,2.7,1,1.3
3,3,2.7,1,1.3
41,9,14.65,4,3.85
15,7,7.05,5,3.05
19,8,9.15,5,3.35
36,8,13.05,7,3.5
6,4,4.4,3,2.15
5,3,3.9,3,1.95
5,3,4.1,3,1.8
5,3,3.55,3,2.2
5,3,3.65,3,2.05
5,3,3.75,3,2.1
14,5,7.1,5,3.15
6,4,4.1,3,2.3
17,5,8.0,4,2.95
39,14,14.4,4,3.55
15,6,8.2,3,2.6
13,6,6.75,3,3.0
25,11,10.35,4,3.2
34,14,12.15,4,3.65
24,7,10.0,5,3.3
14,5,7.4,5,2.8
12,8,7.25,3,2.35
10,4,5.7,3,2.7
3,3,2.7,1,1.3
9,4,5.55,6,2.6
17,10,8.35,3,3.0
3,2,2.65,2,1.35
7,5,5.05,2,2.1
6,5,4.15,2,2.25
12,4,6.75,5,2.65
11,5,6.25,3,2.5
9,4,5.85,4,2.35
10,5,6.05,5,2.8
16,6,8.3,4,2.85
4,2,3.3,3,1.7
7,3,4.65,5,2.3
16,6,8.0,5,2.85
7,3,4.95,4,2.1
8,3,5.1,5,2.4
13,6,6.65,4,2.7
17,8,8.2,6,2.9
18,11,8.8,3,3.1
6,3,4.65,3,2.05
12,6,6.95,3,2.65
13,5,7.25,3,2.7
23,10,9.8,4,3.4
6,3,4.35,3,2.15
13,5,7.25,5,2.6
24,5,9.85,6,3.15
20,8,9.65,4,3.1
8,3,5.5,4,2.3
30,8,12.2,6,3.5
17,8,8.0,4,3.15
5,3,3.65,3,2.1
9,5,5.6,3,2.6
9,5,5.6,4,2.55
7,4,4.95,4,2.2
9,4,5.4,3,2.55
12,8,7.05,4,2.8
8,4,5.5,2,2.4
24,8,9.9,5,3.2
4,2,3.3,3,1.7
6,4,4.4,2,2.15
10,5,5.8,4,2.75
7,4,4.7,3,2.35
30,7,12.75,5,3.2
4,2,3.25,3,1.75
7,3,4.8,4,2.15
10,6,6.45,3,2.4
16,7,7.8,3,3.15
23,9,9.8,6,3.55
4,2,3.35,3,1.65
8,4,5.4,3,2.35
10,5,5.9,4,2.55
7,4,4.6,3,2.35
4,3,3.3,2,1.7
15,8,7.7,3,3.05
4,2,3.45,3,1.55
9,6,5.8,3,2.35
14,4,7.55,6,2.7
7,5,4.8,2,2.35
15,5,7.75,5,2.95
10,5,5.65,5,3.0
16,6,8.25,4,2.6
4,2,3.35,3,1.65
7,3,4.75,5,2.25
16,6,8.4,5,2.95
7,3,5.0,4,2.25
8,3,5.15,5,2.65
13,6,7.15,4,2.8
17,8,8.4,6,3.0
13,7,6.9,5,2.8
15,6,7.95,4,2.95
7,5,4.65,3,2.35
12,7,6.55,3,2.8
19,6,8.95,5,3.0
11,5,6.75,4,2.5
7,5,4.8,3,2.45
5,2,4.05,4,1.8
12,8,7.35,3,2.6
31,10,12.0,5,3.3
17,9,8.05,4,3.15
24,9,9.75,5,3.45
6,4,4.4,3,2.2
21,7,8.95,4,3.5
19,8,9.25,4,2.95
18,9,8.25,4,3.1
10,4,6.0,4,2.7
5,3,3.75,3,2.1
8,4,5.15,4,2.3
9,5,5.05,4,2.8
6,4,4.45,2,2.25
28,10,11.3,5,3.3
31,7,12.05,4,3.2
17,9,8.65,3,3.1
5,3,4.25,3,1.65
42,8,14.0,6,3.9
5,3,3.8,3,1.95
3,2,2.75,2,1.25
3,3,2.6,1,1.4
6,3,4.55,3,1.9
3,3,2.6,1,1.4
5,4,4.05,2,1.7
3,2,2.75,2,1.25
9,4,5.8,4,2.55
3,2,2.75,2,1.25
3,3,2.55,1,1.45
11,7,6.65,3,2.7
16,5,8.2,5,3.05
29,9,11.8,4,3.15
30,7,13.2,6,3.25
52,13,16.0,7,3.85
8,3,5.25,4,2.6
17,5,8.1,4,3.0
14,4,7.75,6,2.85
12,6,6.65,5,2.75
3,2,2.55,2,1.45
3,3,2.55,1,1.45
11,7,7.2,3,2.4
16,5,8.7,5,3.05
29,9,12.15,4,3.45
30,7,12.3,6,3.2
52,13,14.85,7,3.85
8,5,5.5,3,2.25
15,5,8.15,4,2.7
13,5,7.1,5,2.75
10,5,5.9,4,2.5
17,6,8.4,5,3.05
11,4,6.95,4,2.35
3,3,2.7,1,1.3
26,9,10.3,6,3.4
6,5,4.35,2,2.2
26,12,10.8,4,3.45
9,4,5.45,4,2.4
25,10,10.6,4,3.45
11,5,6.5,4,2.75
26,7,10.6,5,3.4
14,4,7.7,4,2.55
13,8,7.35,3,2.75
5,3,3.85,3,1.85
4,3,3.35,2,1.65
11,5,6.9,5,2.5
5,2,3.7,4,2.1
14,6,7.2,4,3.1
9,6,5.65,3,2.55
16,6,7.7,5,2.95
31,15,11.7,4,3.5
19,8,9.5,3,3.1
12,7,6.8,3,2.6
23,10,9.95,6,3.35
14,4,7.55,5,2.9
8,6,5.75,2,2.1
12,8,6.7,3,2.6
14,6,7.1,4,3.05
9,6,5.45,3,2.45
16,6,8.3,5,3.3
31,15,12.15,4,3.15
19,8,8.8,3,3.05
12,7,7.0,3,2.55
23,10,10.4,6,3.3
14,4,7.3,5,2.9
24,7,9.65,5,3.35
21,9,9.05,3,3.25
35,7,12.2,6,3.7
12,7,6.7,5,2.85
13,5,7.6,4,2.65
22,8,9.15,5,3.2
23,8,9.75,4,3.25
16,7,8.0,4,3.0
23,9,8.9,5,3.2
12,5,7.2,4,2.65
18,9,9.05,4,3.25
21,9,9.4,3,3.25
4,3,3.45,2,1.55
5,4,3.75,2,2.05
5,2,3.75,4,2.0
6,4,4.25,3,2.1
8,5,4.85,2,2.5
6,3,4.1,3,2.25
9,5,5.7,3,2.8
8,5,5.6,3,2.35
9,5,5.8,3,2.55
6,3,4.5,4,2.15
17,6,8.75,6,3.25
9,4,5.45,4,2.4
18,8,8.5,5,3.05
12,3,6.3,5,2.6
8,4,5.15,3,2.55
12,6,6.75,5,2.75
10,5,6.3,3,2.5
13,6,7.4,5,2.6
10,6,6.2,3,2.65
13,6,6.8,3,2.95
49,10,15.9,6,3.8
17,7,9.05,5,2.65
19,8,8.45,5,3.15
17,9,8.3,5,2.85
16,8,8.6,5,3.0
11,5,6.4,5,2.75
8,6,5.2,2,2.45
7,4,4.5,3,2.45
7,3,4.85,3,2.15
4,3,3.05,2,1.95
27,13,10.55,5,3.55
20,9,8.6,4,3.35
20,9,8.05,3,3.3
10,4,5.7,4,2.4
22,5,9.9,4,3.0
3,2,2.65,2,1.35
8,5,5.15,4,2.55
24,9,10.1,4,3.05
12,5,7.45,4,2.7
27,7,11.05,6,3.25
10,5,6.2,4,2.6
5,2,3.7,4,2.15
16,8,8.5,3,2.95
5,2,3.45,4,2.35
8,5,5.05,3,2.4
12,7,6.75,4,2.5
6,3,4.45,4,2.05
13,5,6.95,4,2.85
8,7,4.9,2,2.25
11,6,6.5,3,2.65
5,3,3.7,3,2.0
7,4,4.65,3,2.15
8,3,5.15,6,2.4
9,4,5.05,4,2.65
9,5,5.75,3,2.45
18,6,8.25,6,3.2
11,6,6.55,4,2.5
19,11,8.8,4,2.85
15,9,7.4,4,2.95
9,5,5.5,4,2.45
11,6,6.4,3,2.7
16,4,7.9,6,2.9
5,2,3.3,4,2.15
5,2,3.8,4,2.1
19,7,8.65,3,2.95
20,11,9.7,3,3.0
4,2,3.4,3,1.6
3,2,2.45,2,1.55
5,3,4.0,3,1.75
7,5,4.95,3,2.45
3,3,2.75,1,1.25
32,8,12.0,6,3.75
32,15,12.25,5,3.35
10,7,5.75,3,2.65
5,3,3.95,3,1.95
43,10,14.2,6,3.55
18,9,8.55,3,3.0
22,7,9.6,6,3.1
6,4,4.45,3,2.1
13,8,7.3,4,2.95
22,7,10.0,6,3.55
10,4,6.55,5,2.4
8,4,5.15,3,2.35
7,3,5.15,4,2.2
8,4,5.35,4,2.3
7,4,5.05,4,2.1
6,4,4.55,3,2.05
38,9,14.05,4,3.6
22,6,9.0,5,3.45
36,9,13.1,6,3.45
19,10,9.25,4,2.7
44,16,13.6,5,3.8
37,12,13.0,5,3.6
25,11,10.05,4,3.25
19,8,9.05,4,3.15
7,3,4.8,5,2.4
42,9,14.3,4,3.55
30,13,11.6,4,3.4
36,8,12.6,6,3.75
22,9,10.6,3,3.2
32,11,12.2,4,3.7
23,9,9.95,4,3.3
22,12,9.55,4,2.95
40,12,13.45,7,3.45
8,5,5.3,2,2.35
17,5,7.65,6,3.1
7,5,4.85,2,2.3
19,7,8.95,5,3.05
3,2,2.35,2,1.65
3,3,2.6,1,1.4
31,8,11.7,5,3.45
32,10,12.75,4,3.4
16,11,7.85,3,2.9
14,5,7.5,4,3.0
15,4,8.2,6,2.7
8,6,5.5,2,2.25
28,8,12.2,6,3.4
9,3,5.7,4,2.8
17,8,8.0,3,3.4
5,4,4.0,2,1.75
3,3,2.85,1,1.15
7,4,4.95,3,2.3
20,10,9.35,5,2.8
8,5,5.35,2,2.3
17,5,8.25,6,3.15
22,9,9.65,4,3.4
21,11,9.5,3,3.1
5,4,3.7,2,2.1
3,3,2.75,1,1.25
50,14,14.95,6,4.1
3,2,2.65,2,1.35
10,6,6.1,3,2.5
3,3,2.6,1,1.4
23,9,9.6,4,3.3
9,3,6.35,6,2.15
11,5,6.35,6,2.55
25,9,11.15,3,3.35
27,8,11.15,5,3.25
15,7,7.35,5,3.15
25,9,11.05,6,3.3
14,7,7.65,4,2.5
33,14,13.4,5,3.35
40,11,13.5,4,3.45
32,14,11.7,5,3.4
21,6,9.35,4,3.2
27,15,10.85,3,3.3
10,6,6.0,4,2.45
3,2,2.7,2,1.3
3,3,2.6,1,1.4
22,8,9.6,5,3.0
18,7,8.75,4,3.0
3,3,2.8,1,1.2
4,3,3.25,2,1.75
20,9,9.45,3,3.1
14,7,6.9,6,3.05
5,4,3.85,2,1.9
3,3,2.45,1,1.55
23,12,9.7,3,3.4
12,7,6.05,3,2.9
