length,real_depth,real_avg_depth,real_arity,real_entropy,real_dl,real_ic,real_wic,real_pic,real_lca,random_depth,random_avg_depth,random_arity,random_entropy,random_dl,random_ic,random_wic,random_pic,random_lca
67,11,5.388059701492537,7,1.3008639781348612,4.621212121212121,1.2121212121212122,2.106060606060606,17.31750339213026,1.146540027137042,18.5,9.727611940298507,3.75,1.2592911237555442,22.84999999999999,13.981060606060606,20.709848484848486,15.18679330619629,4.189710538218001
4,2,1.75,3,0.5623351446188083,1.3333333333333333,0.0,0.0,1.5,0.0,3.3,2.2125,1.7,0.8965050829735848,1.65,0.21666666666666665,0.3333333333333333,0.8999999999999998,0.4
48,13,6.708333333333333,6,1.2900233907966001,9.063829787234043,3.4893617021276597,6.914893617021277,15.204787234042554,2.9379432624113475,14.9,8.4375,3.6,1.2426279641537743,15.996808510638298,9.256382978723405,14.41808510638298,12.172429078014185,3.673448581560284
19,8,3.789473684210526,5,1.2360529342595539,2.388888888888889,0.3888888888888889,0.6666666666666666,7.502923976608187,0.7953216374269005,9.75,5.492105263157896,3.05,1.0988236308802448,6.9944444444444445,3.3888888888888884,5.344444444444446,5.964619883040935,2.212280701754386
29,6,3.6206896551724137,6,1.2756698363421848,3.4642857142857144,0.9642857142857143,1.6428571428571428,10.381773399014778,0.5172413793103449,10.85,6.043103448275862,3.4,1.2188503774079125,10.498214285714287,5.217857142857143,8.223214285714286,8.486330049261081,2.2429802955665026
37,7,4.45945945945946,6,1.2427387875592382,3.2222222222222223,0.8333333333333334,1.2777777777777777,12.756756756756756,1.1156156156156156,12.75,7.237837837837837,3.6,1.2279151419445553,13.009722222222223,7.4125,10.87777777777778,10.195270270270269,2.885885885885886
42,12,5.5,6,1.3013689720436925,3.8780487804878048,1.3170731707317074,1.8780487804878048,12.713124274099885,1.2961672473867596,15.05,8.166666666666668,3.4,1.228603774252197,14.428048780487803,8.265853658536585,12.979268292682928,11.127642276422765,3.584552845528455
44,11,5.25,4,1.2296076187086338,3.5348837209302326,0.8837209302325582,1.7674418604651163,12.399577167019027,0.9862579281183932,13.95,7.857954545454544,3.75,1.2423452016231429,15.082558139534882,8.620930232558141,13.298837209302325,11.462315010570823,3.367336152219874
13,5,3.076923076923077,3,1.2047933096947843,2.1666666666666665,0.4166666666666667,0.75,4.602564102564102,0.5,7.9,4.542307692307693,2.55,1.0970426835660294,4.820833333333334,2.279166666666667,3.3625,4.155128205128205,1.7179487179487183
11,5,3.090909090909091,3,1.240684291953396,1.9,0.3,0.4,4.0181818181818185,0.4727272727272727,6.35,3.8090909090909095,2.55,1.1195948813857868,4.124999999999999,1.7449999999999999,2.5349999999999993,3.5809090909090906,1.2263636363636365
70,14,6.814285714285714,4,1.2910003655055509,4.550724637681159,1.536231884057971,2.8115942028985508,16.93623188405797,2.039751552795031,18.85,9.913571428571426,4.05,1.2618305845928686,23.201449275362314,14.005072463768116,22.103623188405795,15.710165631469977,4.28751552795031
76,16,8.171052631578947,5,1.3324477740584144,4.36,1.84,2.8,17.457894736842107,3.049122807017544,19.0,10.22894736842105,4.3,1.273453780690266,24.80666666666666,14.919999999999998,23.352000000000004,16.753842105263157,4.4076666666666675
23,9,4.826086956521739,3,1.2123562324867074,2.5,0.7272727272727273,1.0,7.786561264822135,1.1185770750988142,9.9,5.643478260869566,3.3,1.2034071081799482,7.665909090909092,4.320454545454544,5.954545454545455,7.1735177865612645,2.157509881422925
39,15,5.897435897435898,6,1.3089040566459933,3.263157894736842,0.7894736842105263,1.3157894736842106,13.048582995951417,1.901484480431849,14.35,7.721794871794873,3.6,1.2092220450462317,13.274999999999997,7.839473684210526,11.810526315789474,10.482321187584347,3.2815789473684207
11,5,3.0,4,0.8599672810355049,2.3,0.3,0.6,4.4,0.6181818181818182,6.45,3.849999999999999,2.6,1.0787487499388175,3.9199999999999995,1.7100000000000002,2.375,3.6790909090909083,1.2781818181818185
13,6,3.5384615384615383,4,1.1786549963416462,2.3333333333333335,0.3333333333333333,0.6666666666666666,5.153846153846154,0.9615384615384616,7.2,4.249999999999999,2.8,1.1093311128137353,4.554166666666666,2.1166666666666667,3.1541666666666672,4.347435897435896,1.5147435897435897
16,9,4.9375,4,1.2996509635498974,2.466666666666667,0.4666666666666667,0.8,5.908333333333333,1.9916666666666667,8.05,4.70625,3.1,1.1627102905078994,5.676666666666667,2.9066666666666667,3.8766666666666674,5.216666666666667,1.708333333333334
47,11,5.829787234042553,6,1.3265616105211147,4.956521739130435,1.673913043478261,3.0217391304347827,14.413506012950972,1.6281221091581868,14.7,8.170212765957448,3.6,1.2394463057505005,16.14891304347826,9.434782608695652,14.510869565217387,11.950786308973173,3.458233117483812
24,8,4.625,4,1.2925718370167558,3.0434782608695654,0.8695652173913043,1.3478260869565217,7.605072463768116,1.391304347826087,9.6,5.61875,3.25,1.2007869215489004,8.215217391304348,4.282608695652174,6.517391304347825,7.3630434782608685,2.142934782608696
42,10,5.0476190476190474,4,1.2645964555936777,3.292682926829268,1.0975609756097562,1.7317073170731707,10.668989547038327,1.0464576074332173,13.0,7.223809523809524,3.7,1.2512484142752518,14.463414634146341,8.128048780487804,13.345121951219515,10.947038327526132,2.833391405342625
38,15,6.052631578947368,7,1.275834421013547,4.0,1.5675675675675675,2.3513513513513513,12.256045519203415,1.9132290184921763,13.7,7.701315789473684,3.9,1.2317462617308639,13.190540540540542,7.563513513513515,11.670270270270269,10.535490753911805,3.453556187766715
6,3,2.1666666666666665,3,0.8675632284814612,1.4,0.0,0.0,2.3333333333333335,0.2,4.15,2.6416666666666666,2.15,0.9761700601040049,2.2200000000000006,0.82,0.97,1.81,0.5666666666666667
50,9,5.08,6,1.3472815779669725,4.530612244897959,1.489795918367347,2.5714285714285716,12.271836734693878,1.1926530612244899,15.0,8.184000000000001,3.8,1.2519693746598426,16.728571428571424,9.652040816326531,15.220408163265308,12.666979591836737,3.3368979591836734
33,9,4.121212121212121,4,1.2911097652385133,3.0625,0.8125,1.28125,10.670454545454545,0.5151515151515151,12.45,6.8545454545454545,3.35,1.2166784492527638,11.3625,6.5359375,9.99375,9.27566287878788,2.796117424242424
25,6,3.32,7,1.216706347275259,3.4583333333333335,0.8333333333333334,1.3333333333333333,9.726666666666667,0.49666666666666665,11.2,6.212,3.15,1.1780460281189322,8.94375,4.7562500000000005,6.802083333333334,7.476000000000001,2.5468333333333333
5,3,2.0,3,0.9502705392332347,1.75,0.25,0.25,1.8,0.1,3.7,2.4000000000000004,2.05,1.0305922614996539,1.825,0.5125,0.625,1.3600000000000003,0.445
33,7,4.212121212121212,7,1.2224229984517614,3.90625,1.4375,2.0,10.210227272727273,0.884469696969697,13.0,7.206060606060606,3.5,1.2176070465476088,11.3859375,6.121875,9.74375,9.56183712121212,3.070454545454545
32,9,4.3125,5,1.2135670992715648,3.096774193548387,0.8387096774193549,1.2580645161290323,10.15524193548387,0.9717741935483871,11.35,6.371875,3.75,1.2428737682351358,11.01774193548387,5.92741935483871,9.051612903225806,9.08336693548387,2.5472782258064512
60,14,7.433333333333334,4,1.3029972754644796,3.847457627118644,1.3220338983050848,2.1186440677966103,17.500564971751412,1.9406779661016949,17.45,9.468333333333334,3.75,1.2704568729298682,20.867796610169492,11.945762711864408,18.76101694915254,14.478757062146894,4.188050847457626
24,12,5.541666666666667,5,1.2573576223491638,2.739130434782609,0.8260869565217391,1.391304347826087,7.989130434782608,1.8623188405797102,10.4,5.808333333333334,3.1,1.1882625081927678,8.545652173913044,4.341304347826086,7.102173913043478,7.36177536231884,2.223007246376812
9,6,3.111111111111111,3,1.2148896539491205,1.875,0.5,0.625,3.0833333333333335,0.6944444444444444,5.3,3.322222222222223,2.6,1.0444989304985803,3.26875,1.0375,1.63125,3.048611111111111,0.9652777777777775
19,8,3.6315789473684212,4,1.2947749214475035,2.5555555555555554,0.4444444444444444,0.7222222222222222,7.005847953216374,0.6081871345029239,8.85,5.013157894736842,3.4,1.188572930581572,6.813888888888887,3.2083333333333335,5.375,6.220760233918129,1.8225146198830409
9,6,3.111111111111111,3,1.2148896539491205,1.875,0.5,0.625,3.0833333333333335,0.6944444444444444,6.15,3.650000000000001,2.4,1.0605718560263058,3.2625,1.48125,2.04375,2.881944444444444,1.2555555555555558
12,5,3.1666666666666665,3,1.1988493129136213,3.0,0.7272727272727273,1.0909090909090908,4.46969696969697,0.48484848484848486,6.95,4.1625,2.5,1.0878872928032028,4.531818181818182,1.9045454545454548,2.722727272727273,3.9409090909090905,1.4878787878787878
17,6,3.5294117647058822,4,1.2822312894659436,2.625,0.5,1.0,6.022058823529412,0.8014705882352942,8.6,4.9794117647058815,2.75,1.126450058764987,6.253125,3.0875,4.35625,5.408088235294118,1.8297794117647057
4,3,2.0,2,1.0397207708399179,1.0,0.0,0.0,1.0,0.16666666666666666,3.3,2.2125,1.7,0.7532893951072521,1.6333333333333335,0.2666666666666666,0.35,0.925,0.4000000000000001
19,8,4.7368421052631575,4,1.2947749214475035,2.4444444444444446,0.5555555555555556,0.8888888888888888,6.853801169590644,1.672514619883041,9.45,5.421052631578947,3.1,1.1162721733946546,6.669444444444446,3.772222222222223,4.816666666666666,5.857017543859649,2.190058479532164
48,9,4.208333333333333,7,1.3325258228455124,4.212765957446808,1.3617021276595744,2.425531914893617,13.811170212765957,0.4804964539007092,14.95,8.066666666666666,3.85,1.2552761089948383,15.868085106382981,9.26276595744681,14.8968085106383,12.35593971631206,3.372872340425532
14,7,3.7142857142857144,4,1.1952684170869834,2.923076923076923,0.6923076923076923,1.0769230769230769,5.076923076923077,1.120879120879121,7.6,4.503571428571428,2.6,1.0744070499903517,5.230769230769232,2.611538461538462,3.6,4.485164835164836,1.6648351648351647
5,2,1.8,4,0.5004024235381879,1.5,0.0,0.0,2.4,0.0,3.9,2.4999999999999996,1.95,0.9560450620060138,2.0375,0.4,0.675,1.3300000000000005,0.55
32,11,5.375,5,1.2808820169433406,3.806451612903226,1.3870967741935485,2.161290322580645,10.983870967741936,1.1875,11.9,6.7765625,3.4,1.201519774280805,11.114516129032257,5.909677419354837,8.998387096774193,9.111895161290324,2.828225806451613
19,8,4.052631578947368,3,1.2218120603359306,1.9444444444444444,0.3888888888888889,0.5555555555555556,6.432748538011696,0.7368421052631579,9.5,5.405263157894738,2.75,1.136250532422317,7.022222222222223,3.311111111111111,4.897222222222222,5.85701754385965,2.143567251461989
26,7,4.3076923076923075,4,1.2312297766089104,3.36,1.16,1.56,7.812307692307693,1.156923076923077,11.3,6.299999999999999,3.15,1.1900659096184194,8.614,4.91,7.298,7.669846153846154,2.631384615384616
23,7,4.3478260869565215,6,1.227743154180755,2.6818181818181817,0.36363636363636365,0.8181818181818182,9.458498023715414,1.209486166007905,10.3,5.83695652173913,2.95,1.1804222574608265,7.897727272727275,4.454545454545455,6.849999999999999,6.920750988142293,2.3250988142292495
26,8,4.115384615384615,5,1.1773699448656585,3.8,1.52,2.04,8.427692307692308,0.6307692307692307,10.3,5.746153846153845,3.65,1.2291818395635945,8.808,4.572000000000001,7.456,8.09369230769231,2.162769230769231
24,8,4.291666666666667,4,1.2925718370167556,2.5217391304347827,0.5652173913043478,0.8695652173913043,8.992753623188406,0.8442028985507246,10.6,6.141666666666666,3.1,1.1787316136630153,8.13478260869565,4.665217391304348,6.7608695652173925,6.964311594202899,2.6472826086956522
7,3,2.0,5,0.7963116401738131,3.1666666666666665,0.3333333333333333,0.3333333333333333,3.5714285714285716,0.047619047619047616,4.75,2.964285714285714,2.1,0.9640980498567444,2.708333333333334,1.0333333333333332,1.1666666666666667,2.1404761904761904,0.780952380952381
16,11,5.6875,3,0.9868994488385301,2.1333333333333333,0.8666666666666667,0.9333333333333333,4.708333333333333,2.3583333333333334,8.2,4.81875,3.05,1.1421266354827122,5.676666666666668,2.96,3.9266666666666667,5.153333333333332,1.8662500000000002
33,9,4.575757575757576,5,1.323280644079745,4.34375,1.28125,2.46875,11.547348484848484,0.8446969696969697,12.25,6.675757575757575,3.3,1.224593203631605,10.8859375,6.5703125,9.5984375,9.383238636363638,2.5949810606060604
40,11,5.8,5,1.3365382275329691,3.1538461538461537,0.6923076923076923,1.2564102564102564,12.712820512820512,1.426923076923077,13.65,7.4350000000000005,3.9,1.2229237016925938,13.582051282051285,7.8448717948717945,12.114102564102565,10.522628205128203,3.225128205128205
9,5,2.7777777777777777,3,1.2148896539491205,1.75,0.375,0.5,3.1944444444444446,0.4166666666666667,5.6,3.427777777777777,2.55,1.05664575483776,3.68125,1.18125,1.8875,2.9888888888888885,1.0736111111111113
42,11,6.261904761904762,6,1.2628825551140697,3.317073170731707,0.6829268292682927,1.2926829268292683,12.882694541231126,2.678281068524971,14.45,7.977380952380952,3.7,1.2444353920453497,13.815853658536586,8.159756097560974,12.525609756097563,11.195702671312425,3.4437282229965165
19,11,6.157894736842105,3,1.256637906749007,2.611111111111111,0.6666666666666666,1.0555555555555556,6.081871345029239,2.807017543859649,8.95,5.252631578947368,2.8,1.1554379397827703,6.8583333333333325,3.5972222222222223,5.211111111111111,5.889181286549709,2.046198830409357
39,12,7.333333333333333,7,1.3090355475759536,3.3684210526315788,0.9473684210526315,1.5526315789473684,12.484480431848853,3.735492577597841,13.45,7.494871794871796,3.8,1.233713148961004,13.267105263157893,7.818421052631581,11.514473684210527,10.799662618083671,3.1030364372469643
36,8,4.944444444444445,5,1.3061852057430299,4.171428571428572,1.5714285714285714,2.257142857142857,10.823809523809524,1.5666666666666667,13.8,7.5152777777777775,3.65,1.2131543640348714,12.438571428571427,7.330000000000001,11.69142857142857,10.061666666666667,3.2237301587301586
34,11,5.5,4,1.1745920291017222,2.909090909090909,0.5151515151515151,1.1515151515151516,11.267379679144385,1.9447415329768272,12.85,7.227941176470589,3.6,1.2300115906832243,12.227272727272728,6.448484848484848,9.58787878787879,9.593850267379677,3.094295900178253
34,9,5.235294117647059,5,1.3238017726387847,2.6666666666666665,0.6363636363636364,1.0,11.210338680926917,1.1693404634581106,12.55,7.019117647058823,3.65,1.2251464450299414,12.113636363636363,6.398484848484849,10.368181818181817,9.551336898395723,2.878787878787879
